"","datetime_est","datetime_utc","sun","sky_cover"
"2209",2024-04-02 01:00:00,2024-04-02 05:00:00,0,8
"2210",2024-04-02 02:00:00,2024-04-02 06:00:00,0,7
"2211",2024-04-02 03:00:00,2024-04-02 07:00:00,0,8
"2212",2024-04-02 04:00:00,2024-04-02 08:00:00,0,8
"2213",2024-04-02 05:00:00,2024-04-02 09:00:00,0,8
"2214",2024-04-02 06:00:00,2024-04-02 10:00:00,0,8
"2215",2024-04-02 07:00:00,2024-04-02 11:00:00,0,7.75
"2216",2024-04-02 08:00:00,2024-04-02 12:00:00,1,8
"2217",2024-04-02 09:00:00,2024-04-02 13:00:00,1,8
"2218",2024-04-02 10:00:00,2024-04-02 14:00:00,1,4
"2219",2024-04-02 11:00:00,2024-04-02 15:00:00,1,7.5
"2220",2024-04-02 12:00:00,2024-04-02 16:00:00,1,8
"2221",2024-04-02 13:00:00,2024-04-02 17:00:00,1,8
"2222",2024-04-02 14:00:00,2024-04-02 18:00:00,1,6.75
"2223",2024-04-02 15:00:00,2024-04-02 19:00:00,1,4
"2224",2024-04-02 16:00:00,2024-04-02 20:00:00,1,8
"2225",2024-04-02 17:00:00,2024-04-02 21:00:00,1,7.33333333333333
"2226",2024-04-02 18:00:00,2024-04-02 22:00:00,1,7.85714285714286
"2227",2024-04-02 19:00:00,2024-04-02 23:00:00,1,7
"2228",2024-04-02 20:00:00,2024-04-03,0,7
"2229",2024-04-02 21:00:00,2024-04-03 01:00:00,0,8
"2230",2024-04-02 22:00:00,2024-04-03 02:00:00,0,7
"2231",2024-04-02 23:00:00,2024-04-03 03:00:00,0,7.5
"2232",2024-04-03,2024-04-03 04:00:00,0,8
"2233",2024-04-03 01:00:00,2024-04-03 05:00:00,0,8
"2234",2024-04-03 02:00:00,2024-04-03 06:00:00,0,8
"2235",2024-04-03 03:00:00,2024-04-03 07:00:00,0,4
"2236",2024-04-03 04:00:00,2024-04-03 08:00:00,0,8
"2237",2024-04-03 05:00:00,2024-04-03 09:00:00,0,8
"2238",2024-04-03 06:00:00,2024-04-03 10:00:00,0,8
"2239",2024-04-03 07:00:00,2024-04-03 11:00:00,0,8
"2240",2024-04-03 08:00:00,2024-04-03 12:00:00,1,8
"2241",2024-04-03 09:00:00,2024-04-03 13:00:00,1,7
"2242",2024-04-03 10:00:00,2024-04-03 14:00:00,1,8
"2243",2024-04-03 11:00:00,2024-04-03 15:00:00,1,7
"2244",2024-04-03 12:00:00,2024-04-03 16:00:00,1,8
"2245",2024-04-03 13:00:00,2024-04-03 17:00:00,1,7
"2246",2024-04-03 14:00:00,2024-04-03 18:00:00,1,4
"2247",2024-04-03 15:00:00,2024-04-03 19:00:00,1,7
"2248",2024-04-03 16:00:00,2024-04-03 20:00:00,1,7
"2249",2024-04-03 17:00:00,2024-04-03 21:00:00,1,7
"2250",2024-04-03 18:00:00,2024-04-03 22:00:00,1,7
"2251",2024-04-03 19:00:00,2024-04-03 23:00:00,1,8
"2252",2024-04-03 20:00:00,2024-04-04,1,8
"2253",2024-04-03 21:00:00,2024-04-04 01:00:00,0,8
"2254",2024-04-03 22:00:00,2024-04-04 02:00:00,0,8
"2255",2024-04-03 23:00:00,2024-04-04 03:00:00,0,8
"2256",2024-04-04,2024-04-04 04:00:00,0,8
"2257",2024-04-04 01:00:00,2024-04-04 05:00:00,0,8
"2258",2024-04-04 02:00:00,2024-04-04 06:00:00,0,8
"2259",2024-04-04 03:00:00,2024-04-04 07:00:00,0,8
"2260",2024-04-04 04:00:00,2024-04-04 08:00:00,0,8
"2261",2024-04-04 05:00:00,2024-04-04 09:00:00,0,8
"2262",2024-04-04 06:00:00,2024-04-04 10:00:00,0,8
"2263",2024-04-04 07:00:00,2024-04-04 11:00:00,0,8
"2264",2024-04-04 08:00:00,2024-04-04 12:00:00,1,8
"2265",2024-04-04 09:00:00,2024-04-04 13:00:00,1,8
"2266",2024-04-04 10:00:00,2024-04-04 14:00:00,1,8
"2267",2024-04-04 11:00:00,2024-04-04 15:00:00,1,8
"2268",2024-04-04 12:00:00,2024-04-04 16:00:00,1,8
"2269",2024-04-04 13:00:00,2024-04-04 17:00:00,1,8
"2270",2024-04-04 14:00:00,2024-04-04 18:00:00,1,8
"2271",2024-04-04 15:00:00,2024-04-04 19:00:00,1,8
"2272",2024-04-04 16:00:00,2024-04-04 20:00:00,1,8
"2273",2024-04-04 17:00:00,2024-04-04 21:00:00,1,8
"2274",2024-04-04 18:00:00,2024-04-04 22:00:00,1,8
"2275",2024-04-04 19:00:00,2024-04-04 23:00:00,1,7
"2276",2024-04-04 20:00:00,2024-04-05,1,7.75
"2277",2024-04-04 21:00:00,2024-04-05 01:00:00,0,7
"2278",2024-04-04 22:00:00,2024-04-05 02:00:00,0,6
"2279",2024-04-04 23:00:00,2024-04-05 03:00:00,0,4
"2280",2024-04-05,2024-04-05 04:00:00,0,7.5
"2281",2024-04-05 01:00:00,2024-04-05 05:00:00,0,8
"2282",2024-04-05 02:00:00,2024-04-05 06:00:00,0,8
"2283",2024-04-05 03:00:00,2024-04-05 07:00:00,0,8
"2284",2024-04-05 04:00:00,2024-04-05 08:00:00,0,8
"2285",2024-04-05 05:00:00,2024-04-05 09:00:00,0,8
"2286",2024-04-05 06:00:00,2024-04-05 10:00:00,0,8
"2287",2024-04-05 07:00:00,2024-04-05 11:00:00,0,8
"2288",2024-04-05 08:00:00,2024-04-05 12:00:00,1,8
"2289",2024-04-05 09:00:00,2024-04-05 13:00:00,1,8
"2290",2024-04-05 10:00:00,2024-04-05 14:00:00,1,7.75
"2291",2024-04-05 11:00:00,2024-04-05 15:00:00,1,8
"2292",2024-04-05 12:00:00,2024-04-05 16:00:00,1,8
"2293",2024-04-05 13:00:00,2024-04-05 17:00:00,1,8
"2294",2024-04-05 14:00:00,2024-04-05 18:00:00,1,8
"2295",2024-04-05 15:00:00,2024-04-05 19:00:00,1,8
"2296",2024-04-05 16:00:00,2024-04-05 20:00:00,1,8
"2297",2024-04-05 17:00:00,2024-04-05 21:00:00,1,8
"2298",2024-04-05 18:00:00,2024-04-05 22:00:00,1,8
"2299",2024-04-05 19:00:00,2024-04-05 23:00:00,1,4
"2300",2024-04-05 20:00:00,2024-04-06,1,7
"2301",2024-04-05 21:00:00,2024-04-06 01:00:00,0,7
"2302",2024-04-05 22:00:00,2024-04-06 02:00:00,0,7
"2303",2024-04-05 23:00:00,2024-04-06 03:00:00,0,2
"2304",2024-04-06,2024-04-06 04:00:00,0,0
"2305",2024-04-06 01:00:00,2024-04-06 05:00:00,0,0
"2306",2024-04-06 02:00:00,2024-04-06 06:00:00,0,0
"2307",2024-04-06 03:00:00,2024-04-06 07:00:00,0,0
"2308",2024-04-06 04:00:00,2024-04-06 08:00:00,0,0
"2309",2024-04-06 05:00:00,2024-04-06 09:00:00,0,0
"2310",2024-04-06 06:00:00,2024-04-06 10:00:00,0,0
"2311",2024-04-06 07:00:00,2024-04-06 11:00:00,0,0
"2312",2024-04-06 08:00:00,2024-04-06 12:00:00,1,0
"2313",2024-04-06 09:00:00,2024-04-06 13:00:00,1,0
"2314",2024-04-06 10:00:00,2024-04-06 14:00:00,1,0
"2315",2024-04-06 11:00:00,2024-04-06 15:00:00,1,2
"2316",2024-04-06 12:00:00,2024-04-06 16:00:00,1,2
"2317",2024-04-06 13:00:00,2024-04-06 17:00:00,1,4
"2318",2024-04-06 14:00:00,2024-04-06 18:00:00,1,2
"2319",2024-04-06 15:00:00,2024-04-06 19:00:00,1,4
"2320",2024-04-06 16:00:00,2024-04-06 20:00:00,1,4
"2321",2024-04-06 17:00:00,2024-04-06 21:00:00,1,4
"2322",2024-04-06 18:00:00,2024-04-06 22:00:00,1,4
"2323",2024-04-06 19:00:00,2024-04-06 23:00:00,1,4
"2324",2024-04-06 20:00:00,2024-04-07,1,2
"2325",2024-04-06 21:00:00,2024-04-07 01:00:00,0,0
"2326",2024-04-06 22:00:00,2024-04-07 02:00:00,0,0
"2327",2024-04-06 23:00:00,2024-04-07 03:00:00,0,0
"2328",2024-04-07,2024-04-07 04:00:00,0,0
"2329",2024-04-07 01:00:00,2024-04-07 05:00:00,0,0
"2330",2024-04-07 02:00:00,2024-04-07 06:00:00,0,0
"2331",2024-04-07 03:00:00,2024-04-07 07:00:00,0,0
"2332",2024-04-07 04:00:00,2024-04-07 08:00:00,0,0
"2333",2024-04-07 05:00:00,2024-04-07 09:00:00,0,0
"2334",2024-04-07 06:00:00,2024-04-07 10:00:00,0,0
"2335",2024-04-07 07:00:00,2024-04-07 11:00:00,0,2
"2336",2024-04-07 08:00:00,2024-04-07 12:00:00,1,4
"2337",2024-04-07 09:00:00,2024-04-07 13:00:00,1,4
"2338",2024-04-07 10:00:00,2024-04-07 14:00:00,1,7
"2339",2024-04-07 11:00:00,2024-04-07 15:00:00,1,7
"2340",2024-04-07 12:00:00,2024-04-07 16:00:00,1,4
"2341",2024-04-07 13:00:00,2024-04-07 17:00:00,1,4
"2342",2024-04-07 14:00:00,2024-04-07 18:00:00,1,4
"2343",2024-04-07 15:00:00,2024-04-07 19:00:00,1,7
"2344",2024-04-07 16:00:00,2024-04-07 20:00:00,1,4
"2345",2024-04-07 17:00:00,2024-04-07 21:00:00,1,4
"2346",2024-04-07 18:00:00,2024-04-07 22:00:00,1,7
"2347",2024-04-07 19:00:00,2024-04-07 23:00:00,1,8
"2348",2024-04-07 20:00:00,2024-04-08,1,8
"2349",2024-04-07 21:00:00,2024-04-08 01:00:00,0,8
"2350",2024-04-07 22:00:00,2024-04-08 02:00:00,0,8
"2351",2024-04-07 23:00:00,2024-04-08 03:00:00,0,7
"2352",2024-04-08,2024-04-08 04:00:00,0,8
"2353",2024-04-08 01:00:00,2024-04-08 05:00:00,0,7
"2354",2024-04-08 02:00:00,2024-04-08 06:00:00,0,8
"2355",2024-04-08 03:00:00,2024-04-08 07:00:00,0,8
"2356",2024-04-08 04:00:00,2024-04-08 08:00:00,0,8
"2357",2024-04-08 05:00:00,2024-04-08 09:00:00,0,7
"2358",2024-04-08 06:00:00,2024-04-08 10:00:00,0,7
"2359",2024-04-08 07:00:00,2024-04-08 11:00:00,0,2
"2360",2024-04-08 08:00:00,2024-04-08 12:00:00,1,0
"2361",2024-04-08 09:00:00,2024-04-08 13:00:00,1,4
"2362",2024-04-08 10:00:00,2024-04-08 14:00:00,1,4
"2363",2024-04-08 11:00:00,2024-04-08 15:00:00,1,7
"2364",2024-04-08 12:00:00,2024-04-08 16:00:00,1,4
"2365",2024-04-08 13:00:00,2024-04-08 17:00:00,1,4
"2366",2024-04-08 14:00:00,2024-04-08 18:00:00,1,7
"2367",2024-04-08 15:00:00,2024-04-08 19:00:00,1,7
"2368",2024-04-08 16:00:00,2024-04-08 20:00:00,1,7
"2369",2024-04-08 17:00:00,2024-04-08 21:00:00,1,7
"2370",2024-04-08 18:00:00,2024-04-08 22:00:00,1,4
"2371",2024-04-08 19:00:00,2024-04-08 23:00:00,1,4
"2372",2024-04-08 20:00:00,2024-04-09,1,2
"2373",2024-04-08 21:00:00,2024-04-09 01:00:00,0,2
"2374",2024-04-08 22:00:00,2024-04-09 02:00:00,0,2
"2375",2024-04-08 23:00:00,2024-04-09 03:00:00,0,2
"2376",2024-04-09,2024-04-09 04:00:00,0,8
"2377",2024-04-09 01:00:00,2024-04-09 05:00:00,0,8
"2378",2024-04-09 02:00:00,2024-04-09 06:00:00,0,8
"2379",2024-04-09 03:00:00,2024-04-09 07:00:00,0,8
"2380",2024-04-09 04:00:00,2024-04-09 08:00:00,0,8
"2381",2024-04-09 05:00:00,2024-04-09 09:00:00,0,8
"2382",2024-04-09 06:00:00,2024-04-09 10:00:00,0,8
"2383",2024-04-09 07:00:00,2024-04-09 11:00:00,0,8
"2384",2024-04-09 08:00:00,2024-04-09 12:00:00,1,8
"2385",2024-04-09 09:00:00,2024-04-09 13:00:00,1,8
"2386",2024-04-09 10:00:00,2024-04-09 14:00:00,1,8
"2387",2024-04-09 11:00:00,2024-04-09 15:00:00,1,8
"2388",2024-04-09 12:00:00,2024-04-09 16:00:00,1,8
"2389",2024-04-09 13:00:00,2024-04-09 17:00:00,1,8
"2390",2024-04-09 14:00:00,2024-04-09 18:00:00,1,8
"2391",2024-04-09 15:00:00,2024-04-09 19:00:00,1,7.5
"2392",2024-04-09 16:00:00,2024-04-09 20:00:00,1,8
"2393",2024-04-09 17:00:00,2024-04-09 21:00:00,1,8
"2394",2024-04-09 18:00:00,2024-04-09 22:00:00,1,8
"2395",2024-04-09 19:00:00,2024-04-09 23:00:00,1,8
"2396",2024-04-09 20:00:00,2024-04-10,1,8
"2397",2024-04-09 21:00:00,2024-04-10 01:00:00,0,8
"2398",2024-04-09 22:00:00,2024-04-10 02:00:00,0,8
"2399",2024-04-09 23:00:00,2024-04-10 03:00:00,0,8
"2400",2024-04-10,2024-04-10 04:00:00,0,8
"2401",2024-04-10 01:00:00,2024-04-10 05:00:00,0,8
"2402",2024-04-10 02:00:00,2024-04-10 06:00:00,0,8
"2403",2024-04-10 03:00:00,2024-04-10 07:00:00,0,8
"2404",2024-04-10 04:00:00,2024-04-10 08:00:00,0,8
"2405",2024-04-10 05:00:00,2024-04-10 09:00:00,0,8
"2406",2024-04-10 06:00:00,2024-04-10 10:00:00,0,8
"2407",2024-04-10 07:00:00,2024-04-10 11:00:00,0,8
"2408",2024-04-10 08:00:00,2024-04-10 12:00:00,1,8
"2409",2024-04-10 09:00:00,2024-04-10 13:00:00,1,8
"2410",2024-04-10 10:00:00,2024-04-10 14:00:00,1,8
"2411",2024-04-10 11:00:00,2024-04-10 15:00:00,1,8
"2412",2024-04-10 12:00:00,2024-04-10 16:00:00,1,8
"2413",2024-04-10 13:00:00,2024-04-10 17:00:00,1,8
"2414",2024-04-10 14:00:00,2024-04-10 18:00:00,1,8
"2415",2024-04-10 15:00:00,2024-04-10 19:00:00,1,8
"2416",2024-04-10 16:00:00,2024-04-10 20:00:00,1,8
"2417",2024-04-10 17:00:00,2024-04-10 21:00:00,1,8
"2418",2024-04-10 18:00:00,2024-04-10 22:00:00,1,8
"2419",2024-04-10 19:00:00,2024-04-10 23:00:00,1,8
"2420",2024-04-10 20:00:00,2024-04-11,1,8
"2421",2024-04-10 21:00:00,2024-04-11 01:00:00,0,8
"2422",2024-04-10 22:00:00,2024-04-11 02:00:00,0,8
"2423",2024-04-10 23:00:00,2024-04-11 03:00:00,0,7
"2424",2024-04-11,2024-04-11 04:00:00,0,7
"2425",2024-04-11 01:00:00,2024-04-11 05:00:00,0,8
"2426",2024-04-11 02:00:00,2024-04-11 06:00:00,0,8
"2427",2024-04-11 03:00:00,2024-04-11 07:00:00,0,8
"2428",2024-04-11 04:00:00,2024-04-11 08:00:00,0,8
"2429",2024-04-11 05:00:00,2024-04-11 09:00:00,0,8
"2430",2024-04-11 06:00:00,2024-04-11 10:00:00,0,8
"2431",2024-04-11 07:00:00,2024-04-11 11:00:00,0,8
"2432",2024-04-11 08:00:00,2024-04-11 12:00:00,1,8
"2433",2024-04-11 09:00:00,2024-04-11 13:00:00,1,8
"2434",2024-04-11 10:00:00,2024-04-11 14:00:00,1,8
"2435",2024-04-11 11:00:00,2024-04-11 15:00:00,1,8
"2436",2024-04-11 12:00:00,2024-04-11 16:00:00,1,7.33333333333333
"2437",2024-04-11 13:00:00,2024-04-11 17:00:00,1,8
"2438",2024-04-11 14:00:00,2024-04-11 18:00:00,1,8
"2439",2024-04-11 15:00:00,2024-04-11 19:00:00,1,8
"2440",2024-04-11 16:00:00,2024-04-11 20:00:00,1,7.33333333333333
"2441",2024-04-11 17:00:00,2024-04-11 21:00:00,1,8
"2442",2024-04-11 18:00:00,2024-04-11 22:00:00,1,8
"2443",2024-04-11 19:00:00,2024-04-11 23:00:00,1,8
"2444",2024-04-11 20:00:00,2024-04-12,1,8
"2445",2024-04-11 21:00:00,2024-04-12 01:00:00,0,8
"2446",2024-04-11 22:00:00,2024-04-12 02:00:00,0,8
"2447",2024-04-11 23:00:00,2024-04-12 03:00:00,0,7
"2448",2024-04-12,2024-04-12 04:00:00,0,8
"2449",2024-04-12 01:00:00,2024-04-12 05:00:00,0,8
"2450",2024-04-12 02:00:00,2024-04-12 06:00:00,0,8
"2451",2024-04-12 03:00:00,2024-04-12 07:00:00,0,8
"2452",2024-04-12 04:00:00,2024-04-12 08:00:00,0,8
"2453",2024-04-12 05:00:00,2024-04-12 09:00:00,0,8
"2454",2024-04-12 06:00:00,2024-04-12 10:00:00,0,8
"2455",2024-04-12 07:00:00,2024-04-12 11:00:00,0,8
"2456",2024-04-12 08:00:00,2024-04-12 12:00:00,1,8
"2457",2024-04-12 09:00:00,2024-04-12 13:00:00,1,8
"2458",2024-04-12 10:00:00,2024-04-12 14:00:00,1,8
"2459",2024-04-12 11:00:00,2024-04-12 15:00:00,1,8
"2460",2024-04-12 12:00:00,2024-04-12 16:00:00,1,8
"2461",2024-04-12 13:00:00,2024-04-12 17:00:00,1,8
"2462",2024-04-12 14:00:00,2024-04-12 18:00:00,1,8
"2463",2024-04-12 15:00:00,2024-04-12 19:00:00,1,8
"2464",2024-04-12 16:00:00,2024-04-12 20:00:00,1,7
"2465",2024-04-12 17:00:00,2024-04-12 21:00:00,1,7.5
"2466",2024-04-12 18:00:00,2024-04-12 22:00:00,1,7.66666666666667
"2467",2024-04-12 19:00:00,2024-04-12 23:00:00,1,7
"2468",2024-04-12 20:00:00,2024-04-13,1,7
"2469",2024-04-12 21:00:00,2024-04-13 01:00:00,0,2
"2470",2024-04-12 22:00:00,2024-04-13 02:00:00,0,6
"2471",2024-04-12 23:00:00,2024-04-13 03:00:00,0,4
"2472",2024-04-13,2024-04-13 04:00:00,0,7
"2473",2024-04-13 01:00:00,2024-04-13 05:00:00,0,2
"2474",2024-04-13 02:00:00,2024-04-13 06:00:00,0,2
"2475",2024-04-13 03:00:00,2024-04-13 07:00:00,0,0
"2476",2024-04-13 04:00:00,2024-04-13 08:00:00,0,0
"2477",2024-04-13 05:00:00,2024-04-13 09:00:00,0,0
"2478",2024-04-13 06:00:00,2024-04-13 10:00:00,0,0
"2479",2024-04-13 07:00:00,2024-04-13 11:00:00,0,0
"2480",2024-04-13 08:00:00,2024-04-13 12:00:00,1,0
"2481",2024-04-13 09:00:00,2024-04-13 13:00:00,1,0
"2482",2024-04-13 10:00:00,2024-04-13 14:00:00,1,0
"2483",2024-04-13 11:00:00,2024-04-13 15:00:00,1,2
"2484",2024-04-13 12:00:00,2024-04-13 16:00:00,1,0
"2485",2024-04-13 13:00:00,2024-04-13 17:00:00,1,0
"2486",2024-04-13 14:00:00,2024-04-13 18:00:00,1,0
"2487",2024-04-13 15:00:00,2024-04-13 19:00:00,1,0
"2488",2024-04-13 16:00:00,2024-04-13 20:00:00,1,0
"2489",2024-04-13 17:00:00,2024-04-13 21:00:00,1,0
"2490",2024-04-13 18:00:00,2024-04-13 22:00:00,1,0
"2491",2024-04-13 19:00:00,2024-04-13 23:00:00,1,0
"2492",2024-04-13 20:00:00,2024-04-14,1,0
"2493",2024-04-13 21:00:00,2024-04-14 01:00:00,0,0
"2494",2024-04-13 22:00:00,2024-04-14 02:00:00,0,0
"2495",2024-04-13 23:00:00,2024-04-14 03:00:00,0,0
"2496",2024-04-14,2024-04-14 04:00:00,0,0
"2497",2024-04-14 01:00:00,2024-04-14 05:00:00,0,0
"2498",2024-04-14 02:00:00,2024-04-14 06:00:00,0,0
"2499",2024-04-14 03:00:00,2024-04-14 07:00:00,0,0
"2500",2024-04-14 04:00:00,2024-04-14 08:00:00,0,0
"2501",2024-04-14 05:00:00,2024-04-14 09:00:00,0,2
"2502",2024-04-14 06:00:00,2024-04-14 10:00:00,0,4
"2503",2024-04-14 07:00:00,2024-04-14 11:00:00,0,7
"2504",2024-04-14 08:00:00,2024-04-14 12:00:00,1,7
"2505",2024-04-14 09:00:00,2024-04-14 13:00:00,1,7
"2506",2024-04-14 10:00:00,2024-04-14 14:00:00,1,7
"2507",2024-04-14 11:00:00,2024-04-14 15:00:00,1,4
"2508",2024-04-14 12:00:00,2024-04-14 16:00:00,1,2
"2509",2024-04-14 13:00:00,2024-04-14 17:00:00,1,4
"2510",2024-04-14 14:00:00,2024-04-14 18:00:00,1,4
"2511",2024-04-14 15:00:00,2024-04-14 19:00:00,1,2
"2512",2024-04-14 16:00:00,2024-04-14 20:00:00,1,4
"2513",2024-04-14 17:00:00,2024-04-14 21:00:00,1,2
"2514",2024-04-14 18:00:00,2024-04-14 22:00:00,1,0
"2515",2024-04-14 19:00:00,2024-04-14 23:00:00,1,0
"2516",2024-04-14 20:00:00,2024-04-15,1,0
"2517",2024-04-14 21:00:00,2024-04-15 01:00:00,0,0
"2518",2024-04-14 22:00:00,2024-04-15 02:00:00,0,0
"2519",2024-04-14 23:00:00,2024-04-15 03:00:00,0,0
"2520",2024-04-15,2024-04-15 04:00:00,0,0
"2521",2024-04-15 01:00:00,2024-04-15 05:00:00,0,0
"2522",2024-04-15 02:00:00,2024-04-15 06:00:00,0,0
"2523",2024-04-15 03:00:00,2024-04-15 07:00:00,0,0
"2524",2024-04-15 04:00:00,2024-04-15 08:00:00,0,0
"2525",2024-04-15 05:00:00,2024-04-15 09:00:00,0,0
"2526",2024-04-15 06:00:00,2024-04-15 10:00:00,0,4
"2527",2024-04-15 07:00:00,2024-04-15 11:00:00,0,4
"2528",2024-04-15 08:00:00,2024-04-15 12:00:00,1,4
"2529",2024-04-15 09:00:00,2024-04-15 13:00:00,1,4
"2530",2024-04-15 10:00:00,2024-04-15 14:00:00,1,4
"2531",2024-04-15 11:00:00,2024-04-15 15:00:00,1,4
"2532",2024-04-15 12:00:00,2024-04-15 16:00:00,1,2
"2533",2024-04-15 13:00:00,2024-04-15 17:00:00,1,4
"2534",2024-04-15 14:00:00,2024-04-15 18:00:00,1,2
"2535",2024-04-15 15:00:00,2024-04-15 19:00:00,1,2
"2536",2024-04-15 16:00:00,2024-04-15 20:00:00,1,2
"2537",2024-04-15 17:00:00,2024-04-15 21:00:00,1,2
"2538",2024-04-15 18:00:00,2024-04-15 22:00:00,1,2
"2539",2024-04-15 19:00:00,2024-04-15 23:00:00,1,2
"2540",2024-04-15 20:00:00,2024-04-16,1,2
"2541",2024-04-15 21:00:00,2024-04-16 01:00:00,0,4
"2542",2024-04-15 22:00:00,2024-04-16 02:00:00,0,7
"2543",2024-04-15 23:00:00,2024-04-16 03:00:00,0,7
"2544",2024-04-16,2024-04-16 04:00:00,0,7
"2545",2024-04-16 01:00:00,2024-04-16 05:00:00,0,7
"2546",2024-04-16 02:00:00,2024-04-16 06:00:00,0,7
"2547",2024-04-16 03:00:00,2024-04-16 07:00:00,0,7
"2548",2024-04-16 04:00:00,2024-04-16 08:00:00,0,7
"2549",2024-04-16 05:00:00,2024-04-16 09:00:00,0,7
"2550",2024-04-16 06:00:00,2024-04-16 10:00:00,0,8
"2551",2024-04-16 07:00:00,2024-04-16 11:00:00,0,8
"2552",2024-04-16 08:00:00,2024-04-16 12:00:00,1,7
"2553",2024-04-16 09:00:00,2024-04-16 13:00:00,1,7
"2554",2024-04-16 10:00:00,2024-04-16 14:00:00,1,7
"2555",2024-04-16 11:00:00,2024-04-16 15:00:00,1,7
"2556",2024-04-16 12:00:00,2024-04-16 16:00:00,1,7
"2557",2024-04-16 13:00:00,2024-04-16 17:00:00,1,7
"2558",2024-04-16 14:00:00,2024-04-16 18:00:00,1,7
"2559",2024-04-16 15:00:00,2024-04-16 19:00:00,1,7
"2560",2024-04-16 16:00:00,2024-04-16 20:00:00,1,7
"2561",2024-04-16 17:00:00,2024-04-16 21:00:00,1,7
"2562",2024-04-16 18:00:00,2024-04-16 22:00:00,1,7
"2563",2024-04-16 19:00:00,2024-04-16 23:00:00,1,8
"2564",2024-04-16 20:00:00,2024-04-17,1,8
"2565",2024-04-16 21:00:00,2024-04-17 01:00:00,0,8
"2566",2024-04-16 22:00:00,2024-04-17 02:00:00,0,7
"2567",2024-04-16 23:00:00,2024-04-17 03:00:00,0,7
"2568",2024-04-17,2024-04-17 04:00:00,0,7
"2569",2024-04-17 01:00:00,2024-04-17 05:00:00,0,7
"2570",2024-04-17 02:00:00,2024-04-17 06:00:00,0,8
"2571",2024-04-17 03:00:00,2024-04-17 07:00:00,0,8
"2572",2024-04-17 04:00:00,2024-04-17 08:00:00,0,8
"2573",2024-04-17 05:00:00,2024-04-17 09:00:00,0,8
"2574",2024-04-17 06:00:00,2024-04-17 10:00:00,0,8
"2575",2024-04-17 07:00:00,2024-04-17 11:00:00,0,8
"2576",2024-04-17 08:00:00,2024-04-17 12:00:00,1,7
"2577",2024-04-17 09:00:00,2024-04-17 13:00:00,1,4
"2578",2024-04-17 10:00:00,2024-04-17 14:00:00,1,7.66666666666667
"2579",2024-04-17 11:00:00,2024-04-17 15:00:00,1,7
"2580",2024-04-17 12:00:00,2024-04-17 16:00:00,1,4
"2581",2024-04-17 13:00:00,2024-04-17 17:00:00,1,7
"2582",2024-04-17 14:00:00,2024-04-17 18:00:00,1,7
"2583",2024-04-17 15:00:00,2024-04-17 19:00:00,1,7
"2584",2024-04-17 16:00:00,2024-04-17 20:00:00,1,7
"2585",2024-04-17 17:00:00,2024-04-17 21:00:00,1,4
"2586",2024-04-17 18:00:00,2024-04-17 22:00:00,1,2
"2587",2024-04-17 19:00:00,2024-04-17 23:00:00,1,2
"2588",2024-04-17 20:00:00,2024-04-18,1,0
"2589",2024-04-17 21:00:00,2024-04-18 01:00:00,0,0
"2590",2024-04-17 22:00:00,2024-04-18 02:00:00,0,0
"2591",2024-04-17 23:00:00,2024-04-18 03:00:00,0,0
"2592",2024-04-18,2024-04-18 04:00:00,0,0
"2593",2024-04-18 01:00:00,2024-04-18 05:00:00,0,0
"2594",2024-04-18 02:00:00,2024-04-18 06:00:00,0,0
"2595",2024-04-18 03:00:00,2024-04-18 07:00:00,0,0
"2596",2024-04-18 04:00:00,2024-04-18 08:00:00,0,0
"2597",2024-04-18 05:00:00,2024-04-18 09:00:00,0,0
"2598",2024-04-18 06:00:00,2024-04-18 10:00:00,0,0
"2599",2024-04-18 07:00:00,2024-04-18 11:00:00,0,2
"2600",2024-04-18 08:00:00,2024-04-18 12:00:00,1,2
"2601",2024-04-18 09:00:00,2024-04-18 13:00:00,1,2
"2602",2024-04-18 10:00:00,2024-04-18 14:00:00,1,2
"2603",2024-04-18 11:00:00,2024-04-18 15:00:00,1,7
"2604",2024-04-18 12:00:00,2024-04-18 16:00:00,1,7
"2605",2024-04-18 13:00:00,2024-04-18 17:00:00,1,7
"2606",2024-04-18 14:00:00,2024-04-18 18:00:00,1,7
"2607",2024-04-18 15:00:00,2024-04-18 19:00:00,1,7
"2608",2024-04-18 16:00:00,2024-04-18 20:00:00,1,7
"2609",2024-04-18 17:00:00,2024-04-18 21:00:00,1,7
"2610",2024-04-18 18:00:00,2024-04-18 22:00:00,1,4
"2611",2024-04-18 19:00:00,2024-04-18 23:00:00,1,4
"2612",2024-04-18 20:00:00,2024-04-19,1,8
"2613",2024-04-18 21:00:00,2024-04-19 01:00:00,0,8
"2614",2024-04-18 22:00:00,2024-04-19 02:00:00,0,7
"2615",2024-04-18 23:00:00,2024-04-19 03:00:00,0,8
"2616",2024-04-19,2024-04-19 04:00:00,0,8
"2617",2024-04-19 01:00:00,2024-04-19 05:00:00,0,8
"2618",2024-04-19 02:00:00,2024-04-19 06:00:00,0,8
"2619",2024-04-19 03:00:00,2024-04-19 07:00:00,0,8
"2620",2024-04-19 04:00:00,2024-04-19 08:00:00,0,8
"2621",2024-04-19 05:00:00,2024-04-19 09:00:00,0,7
"2622",2024-04-19 06:00:00,2024-04-19 10:00:00,0,8
"2623",2024-04-19 07:00:00,2024-04-19 11:00:00,0,8
